emp_no,first_name,last_name,title,from_date,to_date
70419,Woody,Undy,Senior Engineer,1988-04-17,1996-05-09
70462,Shalesh,Debuse,Technique Leader,1985-09-09,1988-05-22
70491,Saeed,Zongker,Staff,1990-06-25,1992-01-31
70500,Basim,Tibblin,Senior Engineer,1989-10-14,1993-12-17
70538,Pascal,Benveniste,Senior Staff,1993-02-21,1998-06-22
70548,Leon,Mersereau,Senior Staff,1986-10-05,2001-05-05
70555,Sreekrishna,Benaini,Senior Engineer,1996-07-11,2002-01-23
70557,Kazuhito,Giveon,Senior Engineer,2001-04-15,2002-05-11
70566,Goa,Gewali,Senior Engineer,1989-09-24,1996-10-16
70574,Nigel,Veccia,Senior Staff,2000-10-01,2000-12-17
70604,Gaetan,Comellas,Staff,1999-01-13,2002-03-10
70610,Djelloul,Bellmore,Staff,1991-05-10,1994-02-24
70619,Kristof,Casley,Staff,1995-04-05,1998-11-13
70703,Samphel,Lindqvist,Staff,1994-10-21,1996-11-17
70719,Yurij,Erie,Staff,1996-06-24,2000-02-16
70726,Sadun,Cronan,Senior Engineer,1992-11-07,1994-02-19
70733,Tooru,Zongker,Engineer,1996-12-24,1998-08-23
70747,Gen,Schmittgen,Engineer,1991-11-21,1999-02-09
70770,Kazuhide,Jeansoulin,Assistant Engineer,1993-11-20,1993-11-26
70776,Raimond,Gischer,Senior Engineer,1993-04-04,1999-11-26
70782,Abdulah,Ebeling,Staff,2000-01-03,2001-10-17
70786,Makato,Ariola,Engineer,1999-12-07,2002-04-15
70812,Qiwen,Lund,Senior Staff,1992-02-29,1998-07-12
70816,Xiaoshan,Stafford,Staff,1995-08-05,1996-05-09
70835,Aloys,Kragelund,Senior Staff,1997-11-09,2000-05-19
70854,Hailing,Schonegge,Assistant Engineer,1993-08-14,1998-03-26
70860,Anestis,Akiyama,Senior Engineer,1992-05-11,1999-09-19
70868,Eberhardt,Demri,Staff,1993-03-02,1995-07-02
70872,Bingning,Vanwelkenhuysen,Staff,2000-01-09,2001-03-25
70876,Gao,Teitelbaum,Staff,1999-11-12,1999-11-25
70901,Yonghoan,Knightly,Senior Staff,1985-07-02,2000-03-17
70909,Shir,Wossner,Staff,1986-05-30,1988-04-14
70936,Morris,Whittlesey,Staff,1992-05-10,1994-10-16
70962,Alois,Monarch,Engineer,1991-10-20,1999-10-27
70966,Malu,Stanger,Senior Engineer,1994-10-27,1999-06-07
70974,Girolamo,Xiaoshan,Senior Engineer,1992-01-04,1996-10-19
70988,Ziyad,DasSarma,Staff,1986-09-22,1989-07-05
71001,Lobel,Schnelling,Senior Staff,1994-03-03,1998-08-18
71006,Mantis,Siksek,Staff,1999-04-22,1999-10-04
71009,Keung,Zaccaria,Senior Engineer,1987-04-25,1997-03-02
71036,Janche,Jansen,Assistant Engineer,1989-01-04,1990-08-21
71037,Mihalis,Mitina,Staff,1986-09-24,1989-02-12
71040,Satosi,Pauthner,Senior Staff,1986-01-31,1995-03-19
71042,Zita,Kaiser,Senior Engineer,1998-03-12,2001-11-29
71054,Felicidad,Meszaros,Technique Leader,1996-07-27,1997-08-11
71064,Kokou,Genther,Staff,1991-03-22,1998-05-28
71072,Percy,Georgakopoulos,Senior Engineer,1997-03-17,1999-08-08
71090,Xudong,Beilner,Technique Leader,1998-07-22,2000-08-08
71150,Nahla,Guting,Staff,1998-03-03,2000-07-25
71159,Manton,Ghemri,Staff,1999-12-30,2001-03-04
71163,Vojin,Zolotykh,Staff,1998-04-03,2001-02-16
71175,Mikhail,Isaak,Senior Engineer,1998-03-05,2002-01-24
71192,Amstein,Vuskovic,Engineer,1999-07-22,2001-07-27
71197,Rutger,Rebaine,Senior Staff,1991-12-02,1993-01-08
71206,Kazuhiko,Hofting,Senior Staff,1999-08-19,1999-10-29
71227,Marjo,Garnier,Staff,1996-01-12,1997-07-01
71229,Taiji,Segond,Engineer,1994-06-15,1995-01-15
71279,Breannda,Schueller,Staff,1989-07-17,1993-03-10
71291,Persi,Lammel,Engineer,1985-06-16,1986-01-02
71335,Khalil,Rusterholz,Senior Staff,1992-12-09,2002-02-07
71345,Weiyi,Brookner,Senior Engineer,2000-02-19,2000-05-23
71387,Brewster,Billingsley,Staff,1990-02-04,1996-06-29
71400,Werner,Bugaenko,Staff,1988-12-22,1990-08-17
71429,Abdelaziz,Budinsky,Engineer,1995-11-28,1996-11-23
71484,Sadegh,Mahmud,Technique Leader,1993-12-16,1996-03-31
71493,Tokuyasu,Yurek,Senior Staff,1996-03-27,2002-01-27
71506,Horward,Schaft,Engineer,1997-06-15,2002-01-26
71529,Junsik,Kawashimo,Engineer,1995-10-11,2001-03-19
71534,Ghassan,Strandh,Staff,1989-03-07,1989-04-17
71539,Uinam,Heijenga,Senior Staff,1995-05-30,1996-04-18
71552,Shuho,Cesareni,Senior Engineer,1986-01-10,1989-04-22
71560,Shalesh,Shanbhogue,Staff,1986-06-06,1989-12-21
71597,Yagil,Birjandi,Engineer,1987-06-30,1987-12-11
71604,Fumitaka,Eppinger,Senior Engineer,1993-05-19,1997-01-09
71709,Alper,Luck,Staff,2000-01-16,2002-03-08
71717,Zijian,Pehl,Staff,1986-12-19,1987-11-08
71753,Tzu,Fadgyas,Engineer,1986-06-29,1989-06-08
71759,Petter,Schnelling,Engineer,1999-09-24,2000-05-28
71766,Gennady,Lieblein,Staff,1985-08-23,1987-05-16
71770,Weiyi,Perez,Senior Staff,1996-07-09,1997-03-01
71772,Hidekazu,Emmart,Technique Leader,1997-04-05,2000-11-07
71782,Boriana,Oskamp,Assistant Engineer,1999-09-06,2000-05-14
71806,Ramachenga,Segond,Senior Engineer,1992-06-08,1994-05-02
71813,Guenter,Pargaonkar,Staff,1993-10-06,2000-07-21
71814,Hitofumi,Wendorf,Senior Staff,2000-10-27,2002-05-26
71832,Boguslaw,Sanella,Senior Staff,1993-02-16,1997-08-15
71834,Laurentiu,Daescu,Assistant Engineer,1994-09-17,2000-09-25
71854,Shih,Dichev,Staff,1996-10-30,1998-07-16
71870,Alair,Masaki,Senior Engineer,1998-01-08,1999-11-28
71879,Ipke,Silva,Senior Staff,1993-02-12,1994-02-28
71904,Zine,Oxman,Staff,1985-05-17,1992-06-16
71909,Ghassan,Burnard,Technique Leader,1993-10-10,1994-06-16
71917,Munehiko,Arlazarov,Staff,1996-03-05,1996-09-23
71921,Arnould,Cherinka,Engineer,1997-01-18,1997-10-12
71959,Jianhua,Speer,Staff,1994-12-02,1996-02-27
71986,Faiza,Peek,Staff,1998-12-24,1999-10-05
71997,Subir,Ishibashi,Senior Staff,1997-09-07,1997-11-12
72021,Hercules,Koprowski,Assistant Engineer,1997-10-30,2000-01-30
72029,Toshiko,Encarnacion,Engineer,1995-03-02,1996-10-26
72050,Zeydy,Marrakchi,Staff,1996-05-19,1996-09-13
72056,Serge,Miara,Staff,1991-06-25,1994-01-30
72076,Annemarie,Masaki,Senior Engineer,1991-01-09,1994-05-28
72109,Xiaopeng,Nitsche,Staff,1996-02-12,1998-10-20
72111,Sadun,Gist,Senior Engineer,2001-02-09,2002-06-20
72141,Gilbert,Qiwen,Staff,1998-12-18,2000-02-15
72159,Moie,Kaltofen,Senior Engineer,1997-09-20,2002-01-24
72166,Hidekazu,Scallan,Engineer,1995-04-20,2000-07-04
72193,Fai,Badr,Staff,1986-09-26,1995-06-03
72195,Iara,Schwartzbauer,Senior Engineer,1991-11-09,2000-12-27
72213,Fumiko,Rubsam,Senior Engineer,2001-03-12,2002-03-02
72218,Uri,Strooper,Staff,1994-04-01,2001-10-25
72235,Hilari,Baez,Staff,1999-03-02,2001-04-10
72250,Zhilian,Hagimont,Engineer,1989-12-17,1994-10-11
72277,Soenke,Stassinopoulos,Staff,1999-01-06,2001-06-18
72308,Jiong,Krogh,Assistant Engineer,1990-11-18,1992-02-16
72317,Yagil,Orlowski,Senior Staff,1992-06-22,1997-07-11
72326,Yoshimitsu,Zedlitz,Technique Leader,1999-10-05,2001-03-06
72371,Tetsurou,Demke,Staff,1985-06-09,1989-12-02
72388,Trygve,Ratnakar,Engineer,1997-12-12,2002-01-13
72401,Lidong,Angelopoulos,Staff,1997-08-31,2000-09-30
72405,Shem,Schusler,Assistant Engineer,1996-06-30,1999-09-19
72412,JoAnna,Cronau,Senior Engineer,1997-07-20,2002-03-07
72418,Mana,Schapiro,Engineer,1998-04-30,1998-11-02
72431,Yuqun,Vandervoorde,Senior Staff,1992-08-03,1998-09-18
72436,Roselyn,Siegrist,Senior Engineer,1985-05-17,1986-12-19
72443,Dulce,Shigei,Staff,1998-09-04,2001-10-05
72453,Haldon,Attimonelli,Senior Engineer,1996-11-28,2000-03-15
72460,Ortrud,Thiran,Staff,1988-04-20,1994-09-07
72469,Peternela,Clouatre,Senior Staff,1997-02-27,2000-11-29
72474,Baziley,Zaccaria,Assistant Engineer,1990-05-13,1994-12-10
72490,Fumiyo,Pena,Technique Leader,1997-02-02,1999-04-05
72491,Ulises,Tischendorf,Assistant Engineer,1999-11-18,1999-12-06
72507,Adel,Rossi,Staff,1992-03-09,1998-12-27
72512,Stein,Matzov,Senior Staff,1990-02-21,1992-03-31
72519,Sham,Oppitz,Staff,1996-09-15,1997-10-01
72521,Georgi,Daescu,Engineer,1986-02-06,1992-01-17
72547,Narain,Schrift,Staff,1994-11-20,2000-01-10
72555,Licheng,Piazza,Engineer,1990-03-30,1993-03-26
72578,Kshitij,Bashian,Assistant Engineer,1995-06-08,2002-03-23
72589,Yannis,Barriga,Senior Engineer,1994-01-11,1994-05-28
72606,Shugo,Schnabel,Staff,1991-05-25,1995-02-07
72609,Baziley,Guting,Staff,1988-01-24,1988-09-15
72643,Elvis,Varley,Staff,1999-04-20,2002-07-07
72651,Padma,Kawashima,Staff,1985-09-08,1992-03-11
72663,Yannik,Gerteisen,Engineer,1995-01-24,1995-05-29
72677,Oscal,Kavanagh,Engineer,1993-12-04,1996-05-15
72678,Morrie,Simkin,Senior Staff,1994-02-20,2000-06-05
72693,Zhaofang,Gadepally,Staff,1986-05-30,1987-09-08
72695,Marin,Swiler,Engineer,1989-12-02,1991-06-27
72700,Shahid,Pollock,Technique Leader,1992-05-27,2001-05-30
72716,Masami,Vieri,Senior Engineer,1997-03-26,1999-09-30
72727,Lunjin,Basagni,Senior Staff,1994-11-21,2001-10-07
72735,Shunichi,Varker,Senior Staff,1994-02-25,1994-12-21
72737,Kellie,Kroll,Staff,1996-05-05,2000-06-18
72766,Emran,Valiente,Engineer,1997-01-24,2002-01-28
72767,Premal,Chiola,Senior Staff,1992-07-01,1999-05-18
72788,Berthier,Dulli,Staff,1993-09-28,1999-04-25
72815,Marc,Setiz,Staff,1995-11-07,1997-06-05
72839,Guther,Tagansky,Staff,1989-09-26,1991-06-24
72847,Renny,Stifter,Senior Staff,1997-07-09,1999-01-31
72869,Shay,Basagni,Senior Staff,1985-06-25,1988-05-12
72877,Ranga,Pappas,Senior Staff,1995-09-19,2002-05-21
72894,Mingzeng,Aingworth,Staff,1989-09-01,1989-12-19
72900,Fan,Schoegge,Staff,1991-04-25,1995-11-19
72919,Gila,Panangaden,Senior Engineer,1989-01-04,1997-01-15
72951,Shim,Brandsma,Staff,1994-04-19,1994-09-30
72957,Frazer,Demizu,Staff,1987-02-12,1987-07-18
72973,Remko,Sudbeck,Engineer,1998-10-01,1999-11-14
72983,Jouko,Eugenio,Senior Staff,1998-05-25,1998-09-13
72998,Mart,Farrow,Senior Staff,1993-10-09,1997-03-24
73003,Adin,Boguraev,Staff,1997-09-27,2001-12-01
73006,Shiv,Schiper,Staff,1987-03-18,1987-06-23
73019,Vishwani,Gecseg,Senior Engineer,1985-08-02,1999-01-11
73080,Suebskul,Conti,Senior Staff,1997-02-02,1997-05-07
73081,Bernd,Schapire,Staff,1996-05-16,2002-03-08
73087,Munehiko,Axelband,Engineer,1995-10-23,1996-04-01
73096,Siamak,Birnbaum,Senior Engineer,2001-09-30,2002-04-22
73134,Leen,Coney,Engineer,1993-07-18,1993-12-24
73168,Magdalena,Pagter,Engineer,1996-09-22,2001-09-02
73185,Shichao,Hedayat,Engineer,1996-07-28,1999-12-04
73206,Subhada,Winter,Staff,1997-01-09,1998-11-01
73234,Katsuo,Famili,Senior Engineer,1999-01-08,2001-06-27
73256,Conrado,Alameldin,Senior Staff,2000-12-26,2001-07-22
73267,Masamitsu,Broomell,Engineer,1995-05-07,1999-06-28
73275,Stevo,Ravishankar,Assistant Engineer,1996-07-06,2000-05-04
73308,Valeri,Androutsos,Engineer,1997-08-09,2002-03-05
73314,Oguz,Weiland,Senior Staff,1991-07-11,1994-02-21
73320,Bowen,Biran,Staff,1988-07-06,1993-05-21
73328,Shigeichiro,Emmerich,Engineer,1996-01-09,1997-03-23
73346,Rasikan,Raoux,Senior Engineer,1997-02-03,2000-06-18
73354,Arunachalam,Bolotov,Assistant Engineer,1999-08-01,1999-09-25
73361,Lansing,Swan,Engineer,1995-06-26,2001-07-15
73370,Huiqun,Suri,Engineer,1998-10-22,2002-07-21
73426,Dines,Levasseur,Staff,1989-07-24,1991-05-26
73432,Remzi,Uchoa,Staff,1999-08-26,2001-12-22
73450,Jaana,Debuse,Senior Staff,1998-03-12,2001-02-20
73454,Masaki,Feldmann,Engineer,1997-09-26,2001-09-17
73504,Sastry,Anandan,Engineer,1995-08-06,2000-04-19
73510,Jouni,Reeken,Staff,1986-11-26,1991-09-26
73522,Dannz,Shinomoto,Senior Staff,1994-02-15,1998-08-11
73529,Sajjad,Ghazalie,Senior Staff,1987-07-30,1992-04-30
73544,Kazuhiro,Piancastelli,Engineer,1999-12-14,2001-09-25
73549,Xumin,Lores,Senior Staff,1998-07-16,2000-03-29
73558,Murthy,Reutenauer,Staff,1988-04-09,1992-06-11
73592,Xuejun,Shanbhogue,Senior Engineer,1985-11-18,1988-07-04
73600,Aris,Kolvik,Senior Engineer,1989-10-21,1996-11-28
73609,Jordanka,Hockney,Staff,1993-12-26,1994-01-24
73619,Uma,Wursthorn,Senior Engineer,2000-10-31,2002-02-07
73625,Fan,Smeets,Senior Staff,1995-04-19,1996-12-26
73678,Woody,Beznosov,Engineer,1991-12-26,1995-09-06
73685,Yurii,Fujisaki,Senior Staff,1996-10-12,1997-11-16
73692,Cheong,Tempesti,Senior Staff,1991-04-01,1996-04-04
73722,Berhard,Lamba,Engineer,1994-12-28,2000-05-05
73723,Uriel,Heystek,Senior Engineer,1993-03-12,1994-04-25
73735,Gay,Eldridge,Engineer,1994-12-02,1998-05-30
73746,Martien,Ginneken,Engineer,1996-12-04,2001-07-17
73749,Hercules,Oppitz,Staff,1987-05-15,1994-02-06
73755,Kannan,Dulay,Engineer,1986-07-22,1988-12-16
73763,Murthy,Limongiello,Engineer,1993-05-29,1997-09-10
73793,Xudong,Gomatam,Staff,1992-06-18,1993-07-29
73821,Eldridge,Felcyn,Senior Engineer,1995-03-13,2002-01-10
73834,Kerryn,Zeilberger,Senior Engineer,1986-11-24,1992-12-19
73875,Rafail,Duclos,Senior Engineer,1992-11-18,2001-05-02
73943,Chenxi,Szilard,Staff,1990-08-28,1991-06-17
73949,Gian,Birch,Staff,1991-06-30,1995-12-30
73955,Kyoichi,Shrader,Senior Engineer,1996-11-22,1999-10-12
73958,Margareta,Herbst,Senior Engineer,1993-11-30,2001-09-24
73961,Khedija,Schaad,Engineer,1996-01-02,2001-03-10
74000,Stabislas,Choobineh,Senior Engineer,1999-12-02,2002-07-21
74004,Nimmagadda,Glowinski,Engineer,1989-07-27,1989-09-03
74005,Hyuckchul,Bahl,Engineer,1993-11-20,1994-06-20
74038,Zorica,Muntz,Engineer,1993-01-07,1995-01-14
74081,Anneke,Lorho,Technique Leader,1999-06-25,2000-10-18
74113,Kazuhito,Chinal,Engineer,1988-01-07,1996-12-28
74121,Otmar,Capobianchi,Engineer,1999-06-10,2002-05-19
74135,Naraig,Lowrie,Senior Staff,1991-10-07,1992-11-18
74142,Shigehito,Bierbaum,Senior Staff,1998-02-04,1999-08-19
74154,Oscar,Foong,Staff,1985-04-28,1987-05-30
74165,Shaw,Emmart,Senior Engineer,1991-10-08,1999-11-30
74171,Patricio,Kleiser,Engineer,1989-11-15,1994-01-23
74183,Zissis,Suomi,Senior Staff,1991-11-26,1994-01-06
74191,Fumiya,Falster,Senior Engineer,1991-09-30,1998-01-09
74215,Tooru,Qiwen,Staff,1995-12-11,1998-04-21
74222,Foong,Yamaashi,Technique Leader,1994-12-23,2000-05-01
74231,Indrajit,Quaggetto,Staff,1998-02-12,2001-01-06
74247,Matk,McConalogue,Staff,1997-06-19,2002-01-13
74259,Ohad,Hmelo,Staff,1996-05-21,1999-03-30
74262,Yongdong,Demri,Senior Staff,1992-06-22,1996-01-01
74276,Rosella,Ermel,Staff,1998-05-26,2000-11-27
74296,Zhaofang,Manders,Engineer,1999-03-07,2000-02-03
74338,Mahmut,Sigstam,Staff,1985-08-13,1989-12-16
74339,Subbu,Buescher,Staff,1996-08-25,2002-07-02
74360,Dayanand,Viele,Senior Engineer,1999-04-03,2000-09-01
74383,Yechiam,Impagliazzo,Senior Engineer,1992-08-16,2000-08-04
74392,Khedija,Kawashima,Technique Leader,1996-05-20,2001-07-11
74407,Waiman,Shobatake,Senior Engineer,1998-02-18,2001-03-17
74416,Chenye,Walstra,Staff,1998-08-21,2000-08-20
74421,Tsutomu,Birjandi,Engineer,1999-03-12,1999-04-18
74434,Mohammed,Bain,Senior Staff,1998-01-02,1998-02-07
74443,Dines,Luan,Senior Engineer,1994-02-28,1996-08-28
74452,Munenori,Zizka,Engineer,1998-01-30,1999-05-14
74471,Jolita,Kakkar,Senior Engineer,1994-03-07,2000-05-26
74480,Jeanne,Tsukuda,Senior Staff,1996-06-05,2001-03-15
74484,Ramya,Salvesen,Engineer,1997-06-30,1999-09-01
74492,Mrinalini,Vuskovic,Engineer,1993-11-12,1994-09-28
74503,Tristan,Kading,Senior Staff,1992-09-10,2000-12-03
74508,Khun,Percebois,Engineer,1994-02-17,1996-07-22
74511,Shietung,Schicker,Engineer,1990-04-12,1994-01-25
74513,Zhigen,Rajcani,Senior Staff,1998-02-12,1999-02-22
74520,Shushma,Naumovich,Senior Staff,1995-04-25,1999-05-01
74532,Doowon,Lorcy,Staff,1987-03-11,1992-02-21
74574,Kenroku,Morris,Staff,1993-10-07,1996-08-25
74610,Aram,Asrin,Senior Engineer,1996-04-22,2001-09-14
74612,Yinghua,Boreale,Staff,1994-01-15,1996-10-26
74664,Saeed,Molenaar,Senior Engineer,1996-03-30,2002-07-31
74678,Georgy,Setlzner,Engineer,1997-11-29,1999-07-18
74689,Chuanyi,Feldhoffer,Assistant Engineer,1993-03-10,1996-08-17
74691,Hauke,Baba,Engineer,1993-12-08,1998-05-09
74710,Lein,Setiz,Staff,1995-08-07,2000-07-18
74730,Marsal,Sadowski,Staff,1995-12-20,1998-09-20
74731,Hironobu,Kleiser,Staff,1989-09-11,1995-12-01
74744,Shunichi,Babu,Staff,1996-04-23,1996-11-22
74753,Weiru,Kalafatis,Senior Staff,1991-01-02,1993-05-06
74756,Jouko,Schmiedel,Engineer,1991-12-26,1992-11-09
74762,Kyoichi,Arlazarov,Engineer,1999-06-26,2000-09-21
74782,Sanjit,Shrader,Senior Staff,1997-12-12,2000-12-03
74795,Ulises,Esteva,Engineer,1990-10-31,1995-06-01
74866,Masaki,Pavlopoulou,Engineer,1999-06-15,2000-11-03
74892,Sanjoy,Chepyzhov,Staff,1999-06-28,2000-01-18
74899,Shietung,Vendrig,Technique Leader,1990-10-18,1994-06-26
74912,Frazer,Mellouli,Engineer,1989-07-26,1993-12-28
74915,Arra,Gewali,Staff,1993-03-01,1996-05-06
74944,Masato,Greenaway,Senior Engineer,1993-01-23,1994-12-03
74961,Tianruo,Vitiello,Engineer,1997-03-28,1997-10-18
74983,Bartek,Valtorta,Engineer,1989-07-29,1989-11-12
75011,Moty,Codenie,Senior Staff,1996-03-27,2001-08-19
75030,Jovan,Tagansky,Senior Engineer,1994-07-02,1999-07-09
75039,Shahid,Suppi,Technique Leader,1994-02-23,1997-04-22
75073,Gina,Woycyznski,Staff,1999-08-31,2001-06-11
75153,Flemming,Wissmann,Assistant Engineer,1998-04-08,2000-02-22
75158,Eben,Kropatsch,Senior Staff,1991-09-21,1991-10-22
75164,Barton,Versino,Engineer,1990-05-31,1992-04-07
75189,Khedija,Erie,Engineer,1988-09-21,1995-02-01
75224,Alejandro,Wilfing,Senior Engineer,1994-12-19,1998-01-29
75264,Chirstian,Francisci,Engineer,1997-02-07,1998-12-16
75274,Hairong,Winter,Senior Engineer,1993-04-02,2002-03-16
75286,Leni,Unno,Engineer,1989-07-22,1992-06-09
75310,Eckart,Belinskaya,Staff,1995-12-24,1996-05-31
75313,Yechiam,Stiles,Senior Engineer,1993-11-10,2001-04-10
75331,Arvind,Zucker,Engineer,1993-10-30,1996-10-21
75340,Sanjit,Katalagarianos,Senior Staff,1992-05-17,1993-07-11
75361,Zhonghua,Morrow,Staff,1994-09-03,1995-06-06
75378,Koldo,Msuda,Staff,1991-08-18,1997-02-08
75385,Sivanarayana,Kavraki,Staff,1990-07-24,1997-09-28
75395,Thanasis,Marchesini,Engineer,1994-09-23,1995-08-27
75426,Lena,Baek,Senior Staff,1995-03-03,2001-05-30
75430,Mads,Vickson,Engineer,1996-04-06,1998-02-09
75437,Inderjeet,Meriste,Staff,1986-07-22,1989-11-23
75482,Morris,Henseler,Engineer,1993-05-09,1997-10-06
75489,Mani,Begiun,Senior Staff,1985-12-25,1988-03-07
75526,Ravishankar,Zyda,Senior Engineer,1999-03-26,2001-06-09
75529,Behnaam,Loncour,Senior Staff,1988-10-19,1991-08-10
75556,Mandell,Speel,Staff,1990-05-02,1994-07-27
75584,Claude,Liedekerke,Senior Engineer,1986-05-01,2001-10-26
75586,Pranas,Claffy,Staff,1990-11-24,1997-06-24
75592,Gretta,Borstler,Senior Staff,1988-04-28,1998-09-14
75603,Georgi,Segond,Engineer,1999-03-26,1999-07-15
75628,Ugo,Pileggi,Senior Engineer,1997-03-26,2001-10-28
75698,Shigehiro,Maquelin,Engineer,1987-06-06,1992-08-09
75727,Marko,Miculan,Senior Engineer,1998-08-24,2001-07-08
75738,Guozhong,Muhlberg,Senior Staff,1991-08-16,1999-05-05
75767,Rosella,Spell,Engineer,1989-05-13,1993-02-05
75797,Djelloul,Yetim,Staff,1988-10-15,1994-10-22
75827,Tianruo,Tsunoo,Senior Staff,1999-11-12,2001-08-27
75830,Zita,Szemeredi,Engineer,1986-05-26,1988-01-21
75889,Ishfaq,Jansch,Engineer,1998-08-05,1999-06-21
75909,Barna,Vecchi,Staff,1992-12-26,1995-04-11
75920,Shahar,Reeker,Senior Engineer,1996-11-03,2001-06-18
75926,Qunsheng,Iisaka,Senior Engineer,2001-11-03,2001-12-14
75940,Shigeo,Christ,Engineer,1985-05-29,1987-06-08
75945,Hinrich,Zedlitz,Engineer,1994-06-12,1999-11-29
75984,Ulises,Ohori,Engineer,1985-03-28,1990-08-26
76011,Zhigen,Schauser,Senior Staff,1999-10-05,2001-05-18
76020,Cristinel,Puoti,Engineer,1989-11-20,1996-09-29
76036,Sreenivas,Schach,Assistant Engineer,1991-05-22,1993-07-17
76044,Roselyn,Heusch,Technique Leader,1991-03-05,1992-11-09
76047,Hatem,Anido,Senior Engineer,1989-02-20,1989-11-22
76064,Vesna,Panwar,Staff,1991-05-22,1997-02-17
76083,Uzi,Kusalik,Engineer,1994-07-03,1999-03-17
76112,Candido,Majewski,Staff,1995-03-27,1997-01-23
76114,Goncalo,Bugrara,Engineer,1999-06-09,2002-02-08
76117,Zito,Sudbeck,Assistant Engineer,1994-03-16,1999-03-24
76123,Ymte,Adachi,Senior Staff,1993-11-25,1996-12-16
76173,Heeju,Henseler,Engineer,1993-02-20,2000-07-14
76191,Arno,Montemayor,Assistant Engineer,1994-12-27,1999-12-20
76195,Theirry,Honglei,Senior Staff,1986-09-01,1987-09-02
76212,Naftali,Thorensen,Staff,1986-11-14,1987-10-17
76226,Holgard,McFarlan,Assistant Engineer,1994-09-13,1996-03-17
76232,Georg,Hedayat,Staff,1988-09-23,1988-10-19
76246,Guther,Stamatiou,Senior Engineer,1988-02-14,1996-10-05
76267,Radhakrishnan,Condotta,Senior Engineer,1997-09-22,1999-04-12
76288,Domenick,Schmiedel,Senior Staff,1993-04-19,1994-06-18
76292,Vasiliy,Spelt,Engineer,1999-11-04,2001-12-13
76301,Jagoda,Brodal,Staff,1990-06-02,1993-09-25
76320,Mang,Merks,Technique Leader,1999-07-27,1999-11-10
76337,Youjian,Cappello,Senior Engineer,1997-03-30,2001-10-18
76350,Oscar,Unno,Engineer,1987-02-07,1992-08-09
76368,Pramod,Antonakopoulos,Staff,1986-06-08,1991-12-10
76385,Jaewon,Schlumberger,Senior Engineer,1996-05-09,1997-12-15
76393,Golgen,Sundgren,Staff,1993-06-05,1993-06-15
76401,Mingzeng,Debuse,Staff,1997-10-30,2001-09-19
76402,Toshimi,Emmart,Senior Engineer,1991-11-25,1995-01-08
76450,Sanjay,Rahimi,Engineer,1994-01-12,2001-05-29
76467,Amabile,Schwartzbauer,Senior Engineer,1988-09-14,1997-01-16
76475,Theirry,Aamodt,Engineer,1999-09-06,2000-10-31
76476,Brendon,Marzano,Senior Engineer,1995-04-02,2000-11-25
76481,Suvo,Ruemmler,Engineer,1992-11-05,1993-06-30
76495,Zhonghua,Cangellaris,Senior Staff,1992-03-16,1995-09-29
76504,Gou,Marwedel,Assistant Engineer,1999-12-05,2001-10-17
76542,Mrinalini,Erie,Engineer,1991-08-21,1994-03-20
76545,Roddy,Neimat,Senior Engineer,1997-11-27,2001-11-09
76559,Guiseppe,Segond,Senior Engineer,1995-03-08,1998-02-26
76563,Demin,Couchot,Engineer,1998-04-05,2001-10-08
76565,Teunis,Manders,Staff,1985-11-01,1990-01-06
76566,Tsvetan,Pettit,Staff,1991-06-02,1993-06-16
76580,Berto,Sinicrope,Senior Engineer,1996-09-13,2001-03-18
76583,Christoph,Mahnke,Staff,1993-10-16,1999-03-07
76607,Temple,Geffroy,Engineer,1997-10-24,1998-05-26
76612,Lakshmi,Krohn,Senior Engineer,1999-01-30,1999-09-29
76675,Kazuyasu,Chinen,Staff,1989-09-08,1990-04-28
76692,Sumant,Coorg,Engineer,1992-11-07,1999-11-07
76719,Filipp,Smeets,Engineer,1986-02-01,1994-08-02
76725,Dipankar,Swen,Senior Engineer,1995-05-17,1998-06-23
76745,Mana,Ranai,Staff,1991-01-01,1991-01-27
76755,Masamitsu,Chimia,Senior Staff,1985-06-05,1992-09-06
76767,Weiru,Chachaty,Staff,1991-05-29,1998-09-30
76773,Baruch,Wallrath,Assistant Engineer,1996-06-04,1997-07-02
76780,Vivian,Khamsi,Senior Engineer,1999-04-28,2002-04-20
76788,Shigeu,Conia,Assistant Engineer,1986-01-29,1993-06-03
76795,Subhankar,Tetzlaff,Staff,1997-08-06,1998-02-21
76802,Serap,Versino,Senior Engineer,1997-02-02,2002-04-02
76823,Constantino,Wissmann,Engineer,1995-05-23,1999-03-11
76827,Alejandro,Lubachevsky,Engineer,1989-01-04,1996-11-09
76831,Anoosh,Schlegelmilch,Engineer,1998-03-30,1999-03-17
76838,Mariusz,Azulay,Senior Staff,1987-12-07,1998-07-09
76841,Baziley,Peris,Staff,1999-04-29,2000-06-10
76861,Hailing,Rusmann,Engineer,1996-02-23,1996-05-14
76871,Lokesh,Deville,Senior Staff,1995-10-21,1999-05-25
76879,Laurentiu,Crooks,Engineer,1997-02-07,1997-07-22
76882,Kristen,Welham,Engineer,1996-12-25,2002-03-25
76891,Freyja,Ramsey,Engineer,1987-10-27,1993-09-15
76894,Aiman,Hennebert,Staff,1990-06-30,1992-12-27
76896,Sandeepan,Sabnani,Staff,1993-10-14,2000-06-16
